"nombre_dispositivo","decibelios","fecha_medicion","type","serialNumber","status","address","deviceTypeId","longitude","latitude","geometry.type","CodigoSeccion","Clave_Tiempo","Ocupacion","Intensidad","Velocidad","FechaHora"
"BI-RUI-C025",49,2026-02-09 01:50:49.69,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 01:45:00,0,12,0,2026-02-09 01:40:00
"BI-RUI-C018",57.6,2026-02-09 01:50:52.157,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-09 01:45:00,0,0,0,2026-02-09 01:40:00
"BI-RUI-011",46.842,2026-02-09 01:51:01.55,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-09 01:45:00,0,0,0,2026-02-09 01:40:00
"BI-RUI-C013",52.6,2026-02-09 01:51:12.13,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-09 01:45:00,0,0,0,2026-02-09 01:40:00
"BI-RUI-C005",63,2026-02-09 01:51:22.957,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 01:45:00,0,0,0,2026-02-09 01:40:00
"BI-RUI-C016",42.7,2026-02-09 01:51:51.837,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-09 01:45:00,0,824,20,2026-02-09 01:40:00
"BI-RUI-P005",54.6,2026-02-09 01:51:51.977,"Feature","215537962324300",1,"AUTONOMÍA 33 (ESQUINA GORDÓNIZ)(CÁMARA TRÁFICO)",1,-2.941332,43.257536,"Point","322",2026-02-09 01:45:00,0,10,0,2026-02-09 01:40:00
"BI-RUI-C034",49.5,2026-02-09 01:51:58.43,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-09 01:45:00,0,12,1,2026-02-09 01:40:00
"BI-RUI-P013",56.4,2026-02-09 01:52:09.697,"Feature","263912178979148",1,"GORDÓNIZ (CON GOYA)(CÁMARA TRÁFICO)",1,-2.946182,43.252719,"Point","323",2026-02-09 01:45:00,0,14,0,2026-02-09 01:40:00
"BI-RUI-P004",41.7,2026-02-09 01:52:54.017,"Feature","211957269662244",1,"PLAZA NUEVA 2",1,-2.923018,43.259105,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C023",54.5,2026-02-09 01:53:23.707,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:00:00,0,36,4,2026-02-09 02:00:00
"BI-RUI-005",59.006,2026-02-09 01:53:29.52,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-P014",50.8,2026-02-09 01:55:01.97,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-09 02:00:00,0,20,0,2026-02-09 02:00:00
"BI-RUI-C015",51.5,2026-02-09 01:55:23.69,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-09 02:00:00,0,663,12,2026-02-09 02:00:00
"BI-RUI-C025",52.5,2026-02-09 01:56:07.1,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:00:00,1,32,0,2026-02-09 02:00:00
"BI-RUI-C005",45.5,2026-02-09 01:56:31.543,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C023",61.8,2026-02-09 01:56:40.137,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:00:00,0,36,4,2026-02-09 02:00:00
"BI-RUI-P001",47.6,2026-02-09 01:57:02.06,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-BR11",50.945,2026-02-09 01:58:17.9,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C011",37,2026-02-09 01:58:35.48,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-09 02:00:00,0,14,0,2026-02-09 02:00:00
"BI-RUI-015",60.291,2026-02-09 01:59:08.467,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C023",61.3,2026-02-09 01:59:56.067,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:00:00,0,36,4,2026-02-09 02:00:00
"BI-RUI-017",68.117,2026-02-09 02:00:32.477,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-004",55.654,2026-02-09 02:00:48.917,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-019",59.326,2026-02-09 02:00:50.51,"Feature","051999999991019",1,"ZUNZUNEGUI JUNTO BOCA METRO",1,-2.948616,43.261587,"Point","391",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-BR15",54.3,2026-02-09 02:00:51.573,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-006",63.319,2026-02-09 02:00:58.78,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-001",59.317,2026-02-09 02:01:22.687,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C025",47.8,2026-02-09 02:01:32.703,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:00:00,1,32,0,2026-02-09 02:00:00
"BI-RUI-P002",32.7,2026-02-09 02:02:05.833,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-P011",55.3,2026-02-09 02:02:31.35,"Feature","193547729768780",1,"CAMPO VOLANTÍN (CON MUGICA)(CÁMARA TRÁFICO)",1,-2.927817,43.267275,"Point","319",2026-02-09 02:00:00,0,2,0,2026-02-09 02:00:00
"BI-RUI-BR15",47.9,2026-02-09 02:02:35.01,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C020",44.4,2026-02-09 02:02:45.9,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-007",57.229,2026-02-09 02:02:56.497,"Feature","051999999991007",1,"AVENIDA MADARIAGA 3-5",1,-2.944399,43.271091,"Point","280",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C024",49.1,2026-02-09 02:03:04.48,"Feature","9381832634856",2,"Avenida de las Universidades 8",1,-2.934714,43.270142,"Point","342",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C023",60.9,2026-02-09 02:03:12.403,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:00:00,0,36,4,2026-02-09 02:00:00
"BI-RUI-P003",53,2026-02-09 02:03:46.3,"Feature","145922164263460",1,"PLAZA NUEVA 5",1,-2.922734,43.258821,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-025",51.3,2026-02-09 02:04:35.4,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C003",42.8,2026-02-09 02:05:00.247,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-009",69.861,2026-02-09 02:05:09.433,"Feature","051999999991009",1,"SANTA MARIA 18",1,-2.925421,43.257746,"Point","335",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-008",52.244,2026-02-09 02:05:13.293,"Feature","051999999991008",1,"ITURRIBIDE 30",1,-2.927927,43.262351,"Point","248",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C014",41.4,2026-02-09 02:05:48.08,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-010",60.423,2026-02-09 02:05:49.61,"Feature","051999999991010",1,"BARRENKALE BARRENA 7",1,-2.925336,43.257225,"Point","335",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-011",64.325,2026-02-09 02:05:59.737,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C018",52.8,2026-02-09 02:06:09.863,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C013",55.6,2026-02-09 02:06:27.927,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-C023",61.1,2026-02-09 02:06:28.287,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:00:00,0,36,4,2026-02-09 02:00:00
"BI-RUI-C005",50.5,2026-02-09 02:06:35.507,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 02:00:00,0,0,0,2026-02-09 02:00:00
"BI-RUI-P005",57.6,2026-02-09 02:06:52.01,"Feature","215537962324300",1,"AUTONOMÍA 33 (ESQUINA GORDÓNIZ)(CÁMARA TRÁFICO)",1,-2.941332,43.257536,"Point","322",2026-02-09 02:00:00,0,24,2,2026-02-09 02:00:00
"BI-RUI-C025",58.7,2026-02-09 02:06:59.18,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:00:00,1,32,0,2026-02-09 02:00:00
"BI-RUI-C016",43,2026-02-09 02:07:00.383,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-09 02:00:00,0,663,12,2026-02-09 02:00:00
"BI-RUI-C034",49.1,2026-02-09 02:07:17.747,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-09 02:00:00,0,61,4,2026-02-09 02:00:00
"BI-RUI-C034",50.1,2026-02-09 02:22:41.357,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-09 02:30:00,0,102,3,2026-02-09 02:25:00
"BI-RUI-C025",51.9,2026-02-09 02:23:10.66,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:30:00,0,8,0,2026-02-09 02:25:00
"BI-RUI-C023",56.4,2026-02-09 02:23:11.583,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-005",58.722,2026-02-09 02:23:33.723,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-P014",48.7,2026-02-09 02:25:02.913,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-09 02:30:00,0,40,0,2026-02-09 02:25:00
"BI-RUI-C015",53,2026-02-09 02:25:59.23,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-09 02:30:00,0,1323,30,2026-02-09 02:25:00
"BI-RUI-C023",61.1,2026-02-09 02:26:32.787,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-P001",59.1,2026-02-09 02:27:02.987,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C005",48.3,2026-02-09 02:27:05.783,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C025",48.3,2026-02-09 02:28:29.187,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:30:00,0,8,0,2026-02-09 02:25:00
"BI-RUI-BR11",49.671,2026-02-09 02:28:31.013,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-015",62.825,2026-02-09 02:29:02.133,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C011",40.3,2026-02-09 02:29:33.503,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-09 02:30:00,0,12,0,2026-02-09 02:25:00
"BI-RUI-P007",58.5,2026-02-09 02:29:43.303,"Feature","264832628820516",1,"LEHENDAKARI AGUIRRE  20-26",1,-2.947327,43.272064,"Point","283",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C023",54.9,2026-02-09 02:29:48.04,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-017",69.215,2026-02-09 02:30:21.707,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-004",58.092,2026-02-09 02:30:44.607,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-006",56.743,2026-02-09 02:31:00.267,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-001",50.367,2026-02-09 02:31:16.91,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-P002",33.8,2026-02-09 02:32:06.747,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-P009",50.5,2026-02-09 02:32:16.5,"Feature","180634089949732",1,"ALAMEDA REKALDE 27",1,-2.934442,43.264067,"Point","312",2026-02-09 02:30:00,0,1323,30,2026-02-09 02:25:00
"BI-RUI-P011",58.5,2026-02-09 02:32:32.503,"Feature","193547729768780",1,"CAMPO VOLANTÍN (CON MUGICA)(CÁMARA TRÁFICO)",1,-2.927817,43.267275,"Point","319",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-007",54.355,2026-02-09 02:32:50.21,"Feature","051999999991007",1,"AVENIDA MADARIAGA 3-5",1,-2.944399,43.271091,"Point","280",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-BR15",57.3,2026-02-09 02:33:00.07,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C023",51.7,2026-02-09 02:33:04.103,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C024",47.3,2026-02-09 02:33:44.83,"Feature","9381832634856",2,"Avenida de las Universidades 8",1,-2.934714,43.270142,"Point","342",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C025",52.7,2026-02-09 02:33:50.423,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 02:30:00,0,8,0,2026-02-09 02:25:00
"BI-RUI-C020",46,2026-02-09 02:34:01.003,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-025",51.8,2026-02-09 02:35:03.453,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-009",51.301,2026-02-09 02:35:07.313,"Feature","051999999991009",1,"SANTA MARIA 18",1,-2.925421,43.257746,"Point","335",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-008",40.217,2026-02-09 02:35:13.13,"Feature","051999999991008",1,"ITURRIBIDE 30",1,-2.927927,43.262351,"Point","248",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C003",45.4,2026-02-09 02:35:19.333,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-010",57.033,2026-02-09 02:35:49.853,"Feature","051999999991010",1,"BARRENKALE BARRENA 7",1,-2.925336,43.257225,"Point","335",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-011",46.041,2026-02-09 02:36:08.623,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C023",52.8,2026-02-09 02:36:26.14,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C014",46.7,2026-02-09 02:36:34.8,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-C005",49.5,2026-02-09 02:37:04.647,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C018",55.4,2026-02-09 02:37:08.35,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-C013",52,2026-02-09 02:37:08.537,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-09 02:30:00,0,48,7,2026-02-09 02:25:00
"BI-RUI-P005",59.3,2026-02-09 02:37:10.443,"Feature","215537962324300",1,"AUTONOMÍA 33 (ESQUINA GORDÓNIZ)(CÁMARA TRÁFICO)",1,-2.941332,43.257536,"Point","322",2026-02-09 02:30:00,0,13,0,2026-02-09 02:25:00
"BI-RUI-C016",43.7,2026-02-09 02:37:27.37,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-09 02:30:00,0,1323,30,2026-02-09 02:25:00
"BI-RUI-P013",57.5,2026-02-09 02:37:29.697,"Feature","263912178979148",1,"GORDÓNIZ (CON GOYA)(CÁMARA TRÁFICO)",1,-2.946182,43.252719,"Point","323",2026-02-09 02:30:00,0,0,0,2026-02-09 02:25:00
"BI-RUI-BR15",69.9,2026-02-09 15:22:52.093,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-09 15:30:00,0,89,4,2026-02-09 15:25:00
"BI-RUI-C018",69.1,2026-02-09 15:23:01.97,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-C025",50.7,2026-02-09 15:23:11.923,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 15:30:00,8,625,11,2026-02-09 15:25:00
"BI-RUI-BR6",63.22,2026-02-09 15:23:23.237,"Feature","051999999992006",1,"ROTONDA GARAIZAR",1,-2.9033,43.260261,"Point","356",2026-02-09 15:30:00,18,509,3,2026-02-09 15:25:00
"BI-RUI-005",63.505,2026-02-09 15:23:24.753,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-C011",49.6,2026-02-09 15:23:57.32,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-09 15:30:00,0,263,10,2026-02-09 15:25:00
"BI-RUI-C023",77.5,2026-02-09 15:24:04.883,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 15:30:00,2,585,44,2026-02-09 15:25:00
"BI-RUI-C013",65.3,2026-02-09 15:24:30.98,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-P014",69.7,2026-02-09 15:25:18.953,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-09 15:30:00,29,1589,11,2026-02-09 15:25:00
"BI-RUI-C016",62,2026-02-09 15:26:12.82,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-09 15:30:00,0,631,49,2026-02-09 15:25:00
"BI-RUI-C005",63,2026-02-09 15:26:33.307,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-C015",61.9,2026-02-09 15:27:01.7,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-09 15:30:00,0,631,49,2026-02-09 15:25:00
"BI-RUI-P001",73.7,2026-02-09 15:27:17.593,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-C023",73.5,2026-02-09 15:27:27.377,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 15:30:00,2,585,44,2026-02-09 15:25:00
"BI-RUI-C034",63.3,2026-02-09 15:28:06.973,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-09 15:30:00,6,925,14,2026-02-09 15:25:00
"BI-RUI-C025",55.5,2026-02-09 15:28:39.18,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-09 15:30:00,8,625,11,2026-02-09 15:25:00
"BI-RUI-BR11",65.879,2026-02-09 15:28:39.947,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-015",61.751,2026-02-09 15:29:03.793,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-P012",79,2026-02-09 15:29:23.937,"Feature","4474679464268",1,"SANTUTXU (CON KARMELO 1)(CÁMARA TRÁFICO)",1,-2.915837,43.253675,"Point","363",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-C020",56.4,2026-02-09 15:29:40.767,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-09 15:30:00,0,65,16,2026-02-09 15:25:00
"BI-RUI-P007",74.3,2026-02-09 15:29:58.02,"Feature","264832628820516",1,"LEHENDAKARI AGUIRRE  20-26",1,-2.947327,43.272064,"Point","283",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-017",61.175,2026-02-09 15:30:20.02,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-019",70.784,2026-02-09 15:30:29.32,"Feature","051999999991019",1,"ZUNZUNEGUI JUNTO BOCA METRO",1,-2.948616,43.261587,"Point","391",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-C023",74.8,2026-02-09 15:30:44.167,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-09 15:30:00,2,585,44,2026-02-09 15:25:00
"BI-RUI-004",71.861,2026-02-09 15:30:54.713,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-006",58.074,2026-02-09 15:30:59.48,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-001",62.731,2026-02-09 15:31:05.84,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-09 15:30:00,0,0,0,2026-02-09 15:25:00
"BI-RUI-P002",33.4,2026-02-09 15:32:21.147,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-09 15:30:00,5,377,19,2026-02-09 15:25:00
"BI-RUI-P009",69.5,2026-02-09 15:32:29.52,"Feature","180634089949732",1,"ALAMEDA REKALDE 27",1,-2.934442,43.264067,"Point","312",2026-02-09 15:30:00,0,631,49,2026-02-09 15:25:00
"BI-RUI-C014",60.7,2026-02-09 15:32:41.663,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-09 15:30:00,1,244,24,2026-02-09 15:25:00
